index|OpenTime|Open|High|Low|Close|Volume|CloseTime|QuoteAssetVolume|NumberOfTrades|TakerBuyBaseAssetVolume|TakerBuyQuoteAssetVolume|StartTime|EndTime|SumOpenClose|SumHighLow|PercentHighLow|PercentOpenClose|PercentHighLowOneMinuteAgo|PercentOpenCloseOneMinuteAgo|PercentHighLowTwoMinuteAgo|PercentOpenCloseTwoMinuteAgo|PercentHighLowThreeMinuteAgo|PercentOpenCloseThreeMinuteAgo|PercentHighLowFourMinuteAgo|PercentOpenCloseFourMinuteAgo|PercentHighLowFiveMinuteAgo|PercentOpenCloseFiveMinuteAgo|PercentHighLowSixMinuteAgo|PercentOpenCloseSixMinuteAgo|PercentHighLowSevenMinuteAgo|PercentOpenCloseSevenMinuteAgo|PercentHighLowEightMinuteAgo|PercentOpenCloseEightMinuteAgo|PercentHighLowNineMinuteAgo|PercentOpenCloseNineMinuteAgo|PercentHighLowTenMinuteAgo|PercentOpenCloseTenMinuteAgo|OpenOneMinuteAgo|CloseOneMinuteAgo|OpenTwoMinuteAgo|CloseTwoMinuteAgo|OpenThreeMinuteAgo|CloseThreeMinuteAgo|OpenFourMinuteAgo|CloseFourMinuteAgo|OpenFiveMinuteAgo|CloseFiveMinuteAgo|OpenSixMinuteAgo|CloseSixMinuteAgo|OpenSevenMinuteAgo|CloseSevenMinuteAgo|OpenEightMinuteAgo|CloseEightMinuteAgo|OpenNineMinuteAgo|CloseNineMinuteAgo|OpenTenMinuteAgo|CloseTenMinuteAgo|UpMinuteAgo|UpTwoMinuteAgo|UpThreeMinuteAgo|UpFourMinuteAgo|UpFiveMinuteAgo|UpSixMinuteAgo|UpSevenMinuteAgo|UpEightMinuteAgo|UpNineMinuteAgo|UpTenMinuteAgo|Currency|ShouldBuy|BinaryData|Range_High_Low_One_Minute_Ago|Range_High_Low_Two_Minute_Ago|Range_High_Low_Three_Minute_Ago|Range_High_Low_Four_Minute_Ago|Range_High_Low_Five_Minute_Ago|Range_High_Low_Six_Minute_Ago|Range_High_Low_Seven_Minute_Ago|Range_High_Low_Eight_Minute_Ago|Range_High_Low_Nnie_Minute_Ago|Range_High_Low_Ten_Minute_Ago|Range_Open_Close_One_Minute_Ago|Range_Open_Close_Two_Minute_Ago|Range_Open_Close_Three_Minute_Ago|Range_Open_Close_Four_Minute_Ago|Range_Open_Close_Five_Minute_Ago|Range_Open_Close_Six_Minute_Ago|Range_Open_Close_Seven_Minute_Ago|Range_Open_Close_Eight_Minute_Ago|Range_Open_Close_Nine_Minute_Ago|Range_Open_Close_Ten_Minute_Ago|NightlyStar|AccessionBear|DarkCloud|FallingStar|MorningStar|AccessionBoom|Penetration|Pinbar|Doji|FiguresBinaryData
0|1632614400000|0,03525|0,03525|0,03525|0,03525|0|1632614459999|0|0|0|0|26.09.2021 02:00:00|26.09.2021 02:00:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||MDTUSDT|False||||||||||||||||||||||False|False|False|True|False|False|False|True|False|
1|1632614460000|0,03525|0,03525|0,03525|0,03525|0|1632614519999|0|0|0|0|26.09.2021 02:01:00|26.09.2021 02:01:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||MDTUSDT|False||||||||||||||||||||||False|False|False|True|False|False|False|True|False|
2|1632614520000|0,03527|0,03527|0,03526|0,03526|9031|1632614579999|318,518118|2|9031|318,518118|26.09.2021 02:02:00|26.09.2021 02:02:59|-1E-05|1E-05|0,02836074872376630743051617|-0,02835270768358378225120499|||||||||||||||||||||||||||||||||||||||||||||||||||MDTUSDT|False||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
3|1632614580000|0,03534|0,03535|0,03534|0,03535|5815,9|1632614639999|205,535872|3|5815,9|205,535872|26.09.2021 02:03:00|26.09.2021 02:03:59|1E-05|1E-05|0,02829654782116581777023203|0,02829654782116581777023203|||||||||||||||||||||||||||||||||||||||||||||||||||MDTUSDT|False||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
4|1632614640000|0,03535|0,03535|0,03535|0,03535|0|1632614699999|0|0|0|0|26.09.2021 02:04:00|26.09.2021 02:04:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||MDTUSDT|False||||||||||||||||||||||False|False|False|True|False|False|False|True|False|
5|1632614700000|0,03535|0,03535|0,03535|0,03535|0|1632614759999|0|0|0|0|26.09.2021 02:05:00|26.09.2021 02:05:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||MDTUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|True|False|False|False|True|False|
6|1632614760000|0,0352|0,0352|0,0352|0,0352|1248,3|1632614819999|43,94016|1|0|0|26.09.2021 02:06:00|26.09.2021 02:06:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||MDTUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|True|False|False|False|True|False|
7|1632614820000|0,0352|0,0352|0,0352|0,0352|15456,2|1632614879999|544,05824|4|0|0|26.09.2021 02:07:00|26.09.2021 02:07:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||MDTUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|True|False|False|False|True|False|
8|1632614880000|0,03509|0,03509|0,03505|0,03505|12191,9|1632614939999|427,540363|4|0|0|26.09.2021 02:08:00|26.09.2021 02:08:59|-4E-05|4E-05|0,11412268188302425106990014|-0,11399259048161869478483899|||||||||||||||||||||||||||||||||||||||||||||||||||MDTUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|False|False|False|False|False|
9|1632614940000|0,03497|0,03497|0,03497|0,03497|524,7|1632614999999|18,348759|1|0|0|26.09.2021 02:09:00|26.09.2021 02:09:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||MDTUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|True|False|False|False|True|False|
