index|OpenTime|Open|High|Low|Close|Volume|CloseTime|QuoteAssetVolume|NumberOfTrades|TakerBuyBaseAssetVolume|TakerBuyQuoteAssetVolume|StartTime|EndTime|SumOpenClose|SumHighLow|PercentHighLow|PercentOpenClose|PercentHighLowOneMinuteAgo|PercentOpenCloseOneMinuteAgo|PercentHighLowTwoMinuteAgo|PercentOpenCloseTwoMinuteAgo|PercentHighLowThreeMinuteAgo|PercentOpenCloseThreeMinuteAgo|PercentHighLowFourMinuteAgo|PercentOpenCloseFourMinuteAgo|PercentHighLowFiveMinuteAgo|PercentOpenCloseFiveMinuteAgo|PercentHighLowSixMinuteAgo|PercentOpenCloseSixMinuteAgo|PercentHighLowSevenMinuteAgo|PercentOpenCloseSevenMinuteAgo|PercentHighLowEightMinuteAgo|PercentOpenCloseEightMinuteAgo|PercentHighLowNineMinuteAgo|PercentOpenCloseNineMinuteAgo|PercentHighLowTenMinuteAgo|PercentOpenCloseTenMinuteAgo|OpenOneMinuteAgo|CloseOneMinuteAgo|OpenTwoMinuteAgo|CloseTwoMinuteAgo|OpenThreeMinuteAgo|CloseThreeMinuteAgo|OpenFourMinuteAgo|CloseFourMinuteAgo|OpenFiveMinuteAgo|CloseFiveMinuteAgo|OpenSixMinuteAgo|CloseSixMinuteAgo|OpenSevenMinuteAgo|CloseSevenMinuteAgo|OpenEightMinuteAgo|CloseEightMinuteAgo|OpenNineMinuteAgo|CloseNineMinuteAgo|OpenTenMinuteAgo|CloseTenMinuteAgo|UpMinuteAgo|UpTwoMinuteAgo|UpThreeMinuteAgo|UpFourMinuteAgo|UpFiveMinuteAgo|UpSixMinuteAgo|UpSevenMinuteAgo|UpEightMinuteAgo|UpNineMinuteAgo|UpTenMinuteAgo|Currency|ShouldBuy|BinaryData|Range_High_Low_One_Minute_Ago|Range_High_Low_Two_Minute_Ago|Range_High_Low_Three_Minute_Ago|Range_High_Low_Four_Minute_Ago|Range_High_Low_Five_Minute_Ago|Range_High_Low_Six_Minute_Ago|Range_High_Low_Seven_Minute_Ago|Range_High_Low_Eight_Minute_Ago|Range_High_Low_Nnie_Minute_Ago|Range_High_Low_Ten_Minute_Ago|Range_Open_Close_One_Minute_Ago|Range_Open_Close_Two_Minute_Ago|Range_Open_Close_Three_Minute_Ago|Range_Open_Close_Four_Minute_Ago|Range_Open_Close_Five_Minute_Ago|Range_Open_Close_Six_Minute_Ago|Range_Open_Close_Seven_Minute_Ago|Range_Open_Close_Eight_Minute_Ago|Range_Open_Close_Nine_Minute_Ago|Range_Open_Close_Ten_Minute_Ago|NightlyStar|AccessionBear|DarkCloud|FallingStar|MorningStar|AccessionBoom|Penetration|Pinbar|Doji|FiguresBinaryData
0|1631145600000|0,04394|0,04397|0,04394|0,04397|1858,7|1631145659999|81,689743|4|1858,7|81,689743|09.09.2021 02:00:00|09.09.2021 02:00:59|3E-05|3E-05|0,0682749203459262630860264|0,0682749203459262630860264|||||||||||||||||||||||||||||||||||||||||||||||||||GTOUSDT|True||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
1|1631145660000|0,04392|0,04396|0,0437|0,04372|13289,9|1631145719999|582,178328|12|341,2|14,999152|09.09.2021 02:01:00|09.09.2021 02:01:59|-0,0002|0,00026|0,59496567505720823798627002|-0,45537340619307832422586521|||||||||||||||||||||||||||||||||||||||||||||||||||GTOUSDT|True||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
2|1631145720000|0,04396|0,04416|0,04396|0,04416|79579,6|1631145779999|3500,435271|25|79579,6|3500,435271|09.09.2021 02:02:00|09.09.2021 02:02:59|0,0002|0,0002|0,45495905368516833484986351|0,45495905368516833484986351|||||||||||||||||||||||||||||||||||||||||||||||||||GTOUSDT|False||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
3|1631145780000|0,04416|0,04416|0,04416|0,04416|0|1631145839999|0|0|0|0|09.09.2021 02:03:00|09.09.2021 02:03:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||GTOUSDT|False||||||||||||||||||||||False|False|False|True|False|False|False|True|False|
4|1631145840000|0,0441|0,0441|0,04372|0,04408|31943|1631145899999|1400,03975|26|4068,5|179,239492|09.09.2021 02:04:00|09.09.2021 02:04:59|-2E-05|0,00038|0,86916742909423604757548033|-0,04535147392290249433106576|||||||||||||||||||||||||||||||||||||||||||||||||||GTOUSDT|False||||||||||||||||||||||True|False|False|False|False|False|False|True|False|
5|1631145900000|0,04408|0,04408|0,04408|0,04408|0|1631145959999|0|0|0|0|09.09.2021 02:05:00|09.09.2021 02:05:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||GTOUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|True|False|False|False|True|False|
6|1631145960000|0,04407|0,04408|0,04391|0,04397|37528,2|1631146019999|1653,719718|7|34261,4|1510,152298|09.09.2021 02:06:00|09.09.2021 02:06:59|-0,0001|0,00017|0,38715554543384194944204054|-0,22691173133651009757204447|||||||||||||||||||||||||||||||||||||||||||||||||||GTOUSDT|True||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|False|False|False|False|False|
7|1631146020000|0,044|0,04409|0,044|0,04409|27514,9|1631146079999|1212,844226|13|26980,5|1189,330626|09.09.2021 02:07:00|09.09.2021 02:07:59|9E-05|9E-05|0,20454545454545454545454545|0,20454545454545454545454545|||||||||||||||||||||||||||||||||||||||||||||||||||GTOUSDT|True||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|False|True|True|False|False|
8|1631146080000|0,04413|0,04439|0,04413|0,04437|54164,4|1631146139999|2401,643145|19|52915,4|2346,449835|09.09.2021 02:08:00|09.09.2021 02:08:59|0,00024|0,00026|0,58916836619079990935871289|0,54384772263766145479265806|||||||||||||||||||||||||||||||||||||||||||||||||||GTOUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|True|False|False|False|False|
9|1631146140000|0,04437|0,04447|0,04437|0,04441|12787,9|1631146199999|567,561959|8|563,4|25,054398|09.09.2021 02:09:00|09.09.2021 02:09:59|4E-05|0,0001|0,22537750732476898805499211|0,09015100292990759522199684|||||||||||||||||||||||||||||||||||||||||||||||||||GTOUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|False|False|False|False|False|
