index|OpenTime|Open|High|Low|Close|Volume|CloseTime|QuoteAssetVolume|NumberOfTrades|TakerBuyBaseAssetVolume|TakerBuyQuoteAssetVolume|StartTime|EndTime|SumOpenClose|SumHighLow|PercentHighLow|PercentOpenClose|PercentHighLowOneMinuteAgo|PercentOpenCloseOneMinuteAgo|PercentHighLowTwoMinuteAgo|PercentOpenCloseTwoMinuteAgo|PercentHighLowThreeMinuteAgo|PercentOpenCloseThreeMinuteAgo|PercentHighLowFourMinuteAgo|PercentOpenCloseFourMinuteAgo|PercentHighLowFiveMinuteAgo|PercentOpenCloseFiveMinuteAgo|PercentHighLowSixMinuteAgo|PercentOpenCloseSixMinuteAgo|PercentHighLowSevenMinuteAgo|PercentOpenCloseSevenMinuteAgo|PercentHighLowEightMinuteAgo|PercentOpenCloseEightMinuteAgo|PercentHighLowNineMinuteAgo|PercentOpenCloseNineMinuteAgo|PercentHighLowTenMinuteAgo|PercentOpenCloseTenMinuteAgo|OpenOneMinuteAgo|CloseOneMinuteAgo|OpenTwoMinuteAgo|CloseTwoMinuteAgo|OpenThreeMinuteAgo|CloseThreeMinuteAgo|OpenFourMinuteAgo|CloseFourMinuteAgo|OpenFiveMinuteAgo|CloseFiveMinuteAgo|OpenSixMinuteAgo|CloseSixMinuteAgo|OpenSevenMinuteAgo|CloseSevenMinuteAgo|OpenEightMinuteAgo|CloseEightMinuteAgo|OpenNineMinuteAgo|CloseNineMinuteAgo|OpenTenMinuteAgo|CloseTenMinuteAgo|UpMinuteAgo|UpTwoMinuteAgo|UpThreeMinuteAgo|UpFourMinuteAgo|UpFiveMinuteAgo|UpSixMinuteAgo|UpSevenMinuteAgo|UpEightMinuteAgo|UpNineMinuteAgo|UpTenMinuteAgo|Currency|ShouldBuy|BinaryData|Range_High_Low_One_Minute_Ago|Range_High_Low_Two_Minute_Ago|Range_High_Low_Three_Minute_Ago|Range_High_Low_Four_Minute_Ago|Range_High_Low_Five_Minute_Ago|Range_High_Low_Six_Minute_Ago|Range_High_Low_Seven_Minute_Ago|Range_High_Low_Eight_Minute_Ago|Range_High_Low_Nnie_Minute_Ago|Range_High_Low_Ten_Minute_Ago|Range_Open_Close_One_Minute_Ago|Range_Open_Close_Two_Minute_Ago|Range_Open_Close_Three_Minute_Ago|Range_Open_Close_Four_Minute_Ago|Range_Open_Close_Five_Minute_Ago|Range_Open_Close_Six_Minute_Ago|Range_Open_Close_Seven_Minute_Ago|Range_Open_Close_Eight_Minute_Ago|Range_Open_Close_Nine_Minute_Ago|Range_Open_Close_Ten_Minute_Ago|NightlyStar|AccessionBear|DarkCloud|FallingStar|MorningStar|AccessionBoom|Penetration|Pinbar|Doji|FiguresBinaryData
0|1631577600000|14410|14411|14410|14411|2076,7|1631577659999|29925364,7|6|117,7|1696174,7|14.09.2021 02:00:00|14.09.2021 02:00:59|1|1|0,00693962526023594725884802|0,00693962526023594725884802|||||||||||||||||||||||||||||||||||||||||||||||||||USDTBIDR|False||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
1|1631577660000|14411|14411|14410|14410|1140,9|1631577719999|16440631,9|8|262,9|3788651,9|14.09.2021 02:01:00|14.09.2021 02:01:59|-1|1|0,00693962526023594725884802|-0,00693914370966622718756505|||||||||||||||||||||||||||||||||||||||||||||||||||USDTBIDR|False||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
2|1631577720000|14410|14418|14410|14418|2754|1631577779999|39703729,5|16|2649,1|38191695,1|14.09.2021 02:02:00|14.09.2021 02:02:59|8|8|0,05551700208188757807078418|0,05551700208188757807078418|||||||||||||||||||||||||||||||||||||||||||||||||||USDTBIDR|False||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
3|1631577780000|14416|14418|14411|14417|2010,4|1631577839999|28978064,9|14|1851,5|26688114,4|14.09.2021 02:03:00|14.09.2021 02:03:59|1|7|0,04857400596766359031295538|0,00693673695893451720310766|||||||||||||||||||||||||||||||||||||||||||||||||||USDTBIDR|False||||||||||||||||||||||False|False|False|False|True|False|False|True|False|
4|1631577840000|14417|14417|14411|14415|1554,3|1631577899999|22403143,5|11|589,4|8497379,8|14.09.2021 02:04:00|14.09.2021 02:04:59|-2|6|0,04163486225799736312539033|-0,01387251161822848026635222|||||||||||||||||||||||||||||||||||||||||||||||||||USDTBIDR|False||||||||||||||||||||||True|True|False|False|False|False|False|False|False|
5|1631577900000|14415|14415|14407|14408|1733,6|1631577959999|24982645|14|5,2|74937,2|14.09.2021 02:05:00|14.09.2021 02:05:59|-7|8|0,05552856250433816894565142|-0,04856052722858133888310787|||||||||||||||||||||||||||||||||||||||||||||||||||USDTBIDR|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|True|False|False|False|False|False|False|False|False|
6|1631577960000|14408|14416|14406|14407|1396,8|1631578019999|20124578,7|13|683|9840671,2|14.09.2021 02:06:00|14.09.2021 02:06:59|-1|10|0,069415521310565042343468|-0,00694058856191004997223765|||||||||||||||||||||||||||||||||||||||||||||||||||USDTBIDR|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|True|False|False|False|False|False|
7|1631578020000|14408|14414|14406|14408|1045,1|1631578079999|15058047,2|11|850,2|12250161,2|14.09.2021 02:07:00|14.09.2021 02:07:59|0|8|0,0555324170484520338747744|0|||||||||||||||||||||||||||||||||||||||||||||||||||USDTBIDR|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|True|False|False|False|False|False|
8|1631578080000|14412|14412|14407|14407|500,2|1631578139999|7208305,4|10|495,2|7136270,4|14.09.2021 02:08:00|14.09.2021 02:08:59|-5|5|0,03470535156521135559103214|-0,03469331112961421038023869|||||||||||||||||||||||||||||||||||||||||||||||||||USDTBIDR|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|False|False|False|False|False|
9|1631578140000|14406|14411|14406|14411|61,3|1631578199999|883258,3|3|29,3|422242,3|14.09.2021 02:09:00|14.09.2021 02:09:59|5|5|0,034707760655282521171734|0,034707760655282521171734|||||||||||||||||||||||||||||||||||||||||||||||||||USDTBIDR|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|False|False|False|False|False|
